eiken1,empathy,共感;感情移入
eiken1,in hope of,へ希望を抱いて;を期待して
eiken1,conscience,良心;道徳心
eiken1,bias,偏見;先入観
eiken1,organism,生命体;生物
eiken1,work out,体を鍛える;うまく行く;解決する
eiken1,enzyme,酵素;生化学的触媒
eiken1,circumvent,出し抜く;回避する
eiken1,be tidied up,きちんと片づけた;整えた
eiken1,clot,固まり;凝固塊
eiken1,behavioral,行動上の;行動の
eiken1,foremost,主要な;最も重要な
eiken1,catalyst,触媒;刺激物
eiken1,guilt,罪悪感;有罪
eiken1,smooth over,丸く収める;穏便に済ます
eiken1,seemingly,一見すると;表面上
eiken1,dilemma,板挟み;窮地
eiken1,scarcity,不足;欠乏;欠如
eiken1,counterfeit,偽造する;偽造品を作る
eiken1,perish,滅びる;死ぬ
eiken1,expulsion,排除;除名
eiken1,weed,雑草;草取り
eiken1,roll up,を巻き上げる;巻く
eiken1,thwart,妨害する;阻止する
eiken1,prey,獲物;捕食対象
eiken1,nobility,尊さ;高貴さ
eiken1,inherent,本来の;固有の
eiken1,fertile,肥沃な;多産の
eiken1,assimilation,同化;吸収
eiken1,implore,懇願する;お願いする
eiken1,petition,嘆願;請願
eiken1,reception,応接;歓迎
eiken1,conceal,隠す;秘密にする
eiken1,compliant,従順な;応じる
eiken1,residence,住宅;居住地
eiken1,protective,保護的な;保護する
eiken1,initiate,始める;開始する
eiken1,rebellion,反乱;暴動
eiken1,convent,修道院;僧院
eiken1,in person,直接に;対面で
eiken1,sympathize,同情する;共感する
eiken1,provoke,挑発する;引き起こす
eiken1,give rise to,を生じさせる;を引き起こす
eiken1,philosophical,哲学的な;思索的な
eiken1,reminder,催促;注意喚起
eiken1,disappointment,失望;期待外れ
eiken1,ridicule,あざ笑う;嘲笑する
eiken1,benevolent,慈悲深い;親切な
eiken1,communal,共同の;共有の
eiken1,compensation,補償;賠償
eiken1,destitute,貧困の;困窮した
eiken1,misfortune,不幸;災厄
eiken1,level off,平らにする;水平にする
eiken1,sinful,罪深い;悪い
eiken1,routinely,日常的に;いつものように
eiken1,medieval,中世の;時代遅れの
eiken1,appreciation,感謝;称賛
eiken1,rule out,を除外する;締め出す
eiken1,hang on to,にしがみつく;執着する
eiken1,exploit,偉業;業績
eiken1,warrant,証明書;保証書
eiken1,multitude,大勢;多く
eiken1,designation,指定;選定
eiken1,solely,単独で;専ら
eiken1,mother-in-law,義理の母;義母
eiken1,captivity,監禁;囚禁
eiken1,forcible,強制的な;強い
eiken1,fall under,支配下に入る;分類される
eiken1,on the rise,上昇中で;増加中
eiken1,ancestral,先祖の;祖先の
eiken1,in place of,の代わりに;変わって
eiken1,ruling,支配的な;主要な;優勢な
eiken1,favorable,好ましい;有利な
eiken1,expedite,促進する;迅速化する
eiken1,low frequency,低周波;低頻度
eiken1,harsh,厳しい;過酷な
eiken1,repay,返済する;報いる
eiken1,inadequate,不十分な;不適切な
eiken1,pull in,到着する;片側に寄る
eiken1,surgeon,外科医;手術医
eiken1,tutor,家庭教師;個別指導者
eiken1,surrender,降伏する;投降する
eiken1,undergraduate,大学生;学部生
eiken1,conspicuous,目立った;顕著な
eiken1,comprise,含む;構成する
eiken1,put forth,を進める;出す
eiken1,spur,刺激;触発
eiken1,renovate,改修する;改装する
eiken1,idealization,理想化;理想の実現
eiken1,integrate,統合する;一体化する
eiken1,decay,腐る;朽ちる
eiken1,spite,悪意;恨み
eiken1,cynical,皮肉な;冷笑的な
eiken1,bleak,吹きさらしの;荒涼とした
eiken1,devastation,荒廃;壊滅
eiken1,keep up on,の最新状況を把握する;追いつく
eiken1,portray,描く;表現する
eiken1,dread,ひどく怖がる;恐れる
eiken1,evoke,呼び起こす;引き起こす
eiken1,come down with,病気などにかかる;罹患する
eiken1,crisp,新鮮な;さっぱりした
eiken1,loyalty,忠誠;誠実
eiken1,tyranny,専制政治;圧政
eiken1,minimal,最小限の;最低限の
eiken1,adoption,採用;受け入れ
eiken1,inheritance,継承;相続
eiken1,reside,住む;居住する
eiken1,blend in,溶け合う;調和する
eiken1,moderately,適度に;適切に
eiken1,comprehend,理解する;把握する
eiken1,formidable,恐ろしい;手ごわい
eiken1,magnitude,大きさ;規模
eiken1,sexuality,性的関心
eiken1,paramount,最高の;最重要の
eiken1,discord,不一致;不和
eiken1,continuation,継続;持続
eiken1,violation,違反;侵害
eiken1,surpass,超える;勝る
eiken1,ape,類人猿;大猿
eiken1,geology,地質学;岩石の科学
eiken1,tonic,強壮剤;健康促進剤
eiken1,scarce,乏しい;不足している
eiken1,elevate,上げる;昇進させる
eiken1,stick with,に固執する;堅持する
eiken1,nitrogen,窒素;化学元素
eiken1,spectacular,壮観な;見事な
eiken1,epoch,時代;歴史の節目
eiken1,thermal,熱の;温度に関する
eiken1,hold up,持ちこたえる;耐える
eiken1,ironically,皮肉なことに;逆説的に
eiken1,instructive,有益な;教育的な
eiken1,infectious,伝染性の;感染する
eiken1,metabolism,代謝;生体の化学反応
eiken1,weaken,弱める;力を失う
eiken1,unstable,不安定な;ゆらぎやすい
eiken1,jump at,に飛びつく;すぐに受け入れる
eiken1,sincere,誠実な;真剣な
eiken1,awkward,ぎこちない;不器用な
eiken1,plead,懇願する;お願いする
eiken1,multinational,多国籍の;複数の国籍からなる
eiken1,tolerant,寛容な;容認する
eiken1,wilderness,荒野;未開の地
eiken1,stand over,を監督する;延期する
eiken1,microbial,微生物の;細菌の
eiken1,ivory,象牙;象牙質の
eiken1,hold out,持ちこたえる;我慢する
eiken1,prohibit,禁じる;禁止する
eiken1,slaughter,虐殺;大量殺戮
eiken1,disastrous,悲惨な;惨事の
eiken1,eruption,噴火;爆発
eiken1,pick over,吟味して選ぶ;選び抜く
eiken1,under warranty,保証期間中;保証されている
eiken1,profitable,利益のある;収益性の高い
eiken1,durable,耐久性のある;長持ちする
eiken1,warranty,保証;保障
eiken1,dismissal,解散;解任
eiken1,administrative,運営の;管理の
eiken1,replicate,複製する;再現する
eiken1,sue,訴える;訴訟を起こす
eiken1,burglar,強盗;泥棒
eiken1,mortality,死亡者数;死亡率
eiken1,hierarchy,階層;階級
eiken1,feasible,実行可能な;可能性のある
eiken1,density,密度;濃度
eiken1,squalor,不潔;汚さ
eiken1,cramped,狭苦しい;窮屈な
eiken1,adverse,反対の;逆の
eiken1,exclusive,閉鎖的な;内向的な
eiken1,put an end to,を終わらせる;終了させる
eiken1,edible,食べられる;摂取可能な
eiken1,envelop,包む;包装する
eiken1,sustenance,食糧;食料
eiken1,aptly,適切に;適当に
eiken1,premature,時期尚早の;早まった
eiken1,clean cut,きちんとした;整然とした
eiken1,parasite,寄生虫;寄生生物
eiken1,ugly,醜い;見苦しい
eiken1,deliberate,故意の;意図的な
eiken1,smear,塗る;塗布する
eiken1,wedge,くさび;楔形体
eiken1,despicable,卑劣な;下劣な
eiken1,stab,刺す;突き刺す
eiken1,anecdotal,逸話の;物語性のある
eiken1,whitewash,しっくい;モルタル
eiken1,appalling,ぞっとするような;気味の悪い
eiken1,fraternity,友愛;友情
eiken1,supplant,取って代わる;置き換える
eiken1,multiply,掛け算する;乗算する
eiken1,intrinsic,本質的な;基本的な
eiken1,diagnosis,診断;判断
eiken1,cosmic,宇宙の;宙域の
eiken1,progressive,進歩的な;革新的な
eiken1,willingness,意欲;意志
eiken1,strictly,厳密に;厳しく
eiken1,integrity,誠実さ;誠意
eiken1,microscope,顕微鏡;測微鏡
eiken1,array,整列させる;並べる
eiken1,evade,避ける;避ける
eiken1,pile in,どっと中に入る;一気に入る
eiken1,overwhelm,圧倒する;制圧する
eiken1,hunch,直感;本能
eiken1,morbid,病的な;病気の
eiken1,forensic,法廷の;裁判所の
eiken1,convict,有罪とする;罪を宣告する
eiken1,ply,精を出す;努力する
eiken1,forefront,最前部;前線
eiken1,unconscious,無意識の;潜在意識の
eiken1,staunch,堅い;堅固な
eiken1,exploration,探査;探索
eiken1,hasty,急ぐ;急ぎ足で
eiken1,hostile,敵意のある;反感を持つ;敵対視する
eiken1,pile up,を積み上げる;積み重ねる;山積みにする;集積する
eiken1,provider,生産者;製造者
eiken1,prestige,名声;評判
eiken1,liver,肝臓;肝
eiken1,catch up,遅れを取り戻す;追いつく;遅延を補う
eiken1,reimbursement,返済;返金
eiken1,resent,憤る;怒る
eiken1,frankly,率直に;直接的に
eiken1,envious,羨ましい;妬ましい
eiken1,face off,対決する;向き合う;立ち向かう
eiken1,fraction,分数;小数
eiken1,browse,拾い読みする;一部読む
eiken1,seal,密閉する;封鎖する
eiken1,norm,規範;基準
eiken1,naval,海軍の;海軍のもの
eiken1,speak for,を代弁する;の代理で話す;言い表す
eiken1,versatile,多才な;多能な
eiken1,surveillance,監視;見守り
eiken1,submarine,潜水艦;水中艇
eiken1,grain,穀物;穀類
eiken1,prediction,予測;予想
eiken1,rust,錆び;酸化
eiken1,consult,相談する;話し合う
eiken1,pill,丸薬;錠剤
eiken1,potent,効能のある;効果的な
eiken1,esoteric,秘儀の;神秘的な
eiken1,remarkably,著しく;非常に
eiken1,inspiration,ひらめき;思い付き
eiken1,comparable,比較できる;比べられる
eiken1,supplier,供給者;供給元
eiken1,supervisor,上司;長上
eiken1,peg,くぎ;くい
eiken1,regardless of,に関係なく;それにも関わらず
eiken1,tighten,締める;絞る
eiken1,force down,を無理やり飲み込む;強いて飲み込む;無理に飲み込む
eiken1,ambitious,野心的な;大志を抱く
eiken1,quest,探求;探究
eiken1,see through,を見抜く;見通す;透視する
eiken1,mundane,平凡な;普通の
eiken1,stay in touch with,と連絡を取り続ける;絶えず連絡する;つながりを保つ
eiken1,logistics,調達路;供給路
eiken1,vicinity,近所;近隣
eiken1,throw off,を投げ捨てる;放り出す;放棄する
eiken1,eternal,永遠の;永遠不変の
eiken1,mandatory,強制的な;強制力のある
eiken1,diversity,多様性;多様化
eiken1,go under,失敗する;破産する;失敗に終わる
eiken1,not surprisingly,当たり前の事だが;もちろんのことだが;当然のことながら
eiken1,linguistic,言語学;語学
eiken1,availability,可用性;利用可能性
eiken1,latitude,緯度;緯線
eiken1,equator,赤道;赤道線
eiken1,boast,自慢する;誇示する
eiken1,rainfall,降雨量;雨量
eiken1,diverse,多様な;多種多様な
eiken1,barren,実を結ばない;結果を出さない
eiken1,brink,瀬戸際;切羽詰まった状態
eiken1,take on,を雇う;引き受ける;採用する
eiken1,turmoil,騒動;混乱;騒ぎ
eiken1,brutality,残忍性;冷酷さ;非情さ
eiken1,prosper,繁栄する;発展する
eiken1,successive,連続する;続ける;つづく
eiken1,mold,鋳型;型作り/型どる
eiken1,fall through,失敗に終わる;駄目になる;台無しになる
eiken1,conform to,に順応する;慣れる;適応する
eiken1,stability,安定;平穏;均衡
eiken1,insistence,主張;信条;主義
eiken1,toxic,有毒な;毒性の;毒のある
eiken1,stand up to,に抵抗する;耐える;反抗する
eiken1,excel,勝る;優れる;上回る
eiken1,spectrum,波長分布;光の分布;波長の分布
eiken1,detrimental,有害な;害のある;悪影響の
eiken1,modulate,調整する;微調整する;整合する
eiken1,moderate,適度な;適切な;ほどよい
eiken1,downright,真っすぐな;徹底的な;一貫した
eiken1,bring off,を成し遂げる;達成する;完成させる
eiken1,hedge,垣根;障壁;障害物
eiken1,fall for,に夢中になる;騙される;引きつけられる
eiken1,interact,相互作用する;互いに影響を与える
eiken1,consignment,委託;委託品
eiken1,precision,正確さ;精度
eiken1,synthesis,統合;統一
eiken1,accessible,行きやすい;便利な
eiken1,register for,に登録する;に記録する;に記載する
eiken1,foresee,予見する;予測する
eiken1,optimistic,楽観的な;前向きな
eiken1,envision,想像する;思い描く
eiken1,resistant,抵抗する;反抗する
eiken1,weigh on,の重荷になる;負担になる;の負荷となる
eiken1,allay,和らげる;軽減する
eiken1,feel for,を感じる;同情する;を体感する
eiken1,eradicate,根絶する;撲滅する
eiken1,unintended,意図しない;計画しない
eiken1,supervision,監督;指導者
eiken1,play out,最後まで演じる;遊ぶ;最後まで続ける
eiken1,mentally,精神的に;心理的に
eiken1,dent,へこみ;凹み
eiken1,noticeable,目立つ;際立つ
eiken1,rebellious,反抗的な;抵抗的な
eiken1,outrageous,無法な;法律を無視した
eiken1,nasty,不快な;不愉快な
eiken1,pull over,車を止める;車を停止させる;停車させる
eiken1,coup,クーデーター
eiken1,bandage,包帯;絆創膏;ガーゼ
eiken1,pat,軽くたたく;軽く打つ
eiken1,soak,浸す;浸漬する
eiken1,eventual,最終的な;究極的な
eiken1,aim to,するつもりである;意図する
eiken1,gross,全体の;総体的な
eiken1,affluent,裕福な;富裕な
eiken1,imperfect,不完全;未完成
eiken1,measurement,測定;計測
eiken1,substantially,実質的に;本質的に
eiken1,disruptive,破壊的な;破壊力のある
eiken1,inmate,収容者;被収容者
eiken1,differently,異なって;異なる
eiken1,wrap up,纏める;結束する
eiken1,childbirth,出産;分娩
eiken1,tell on,言いつける;密告する
eiken1,midwife,助産婦;産婆
eiken1,predecessor,前任者;先任者
eiken1,discomfort,不快感;違和感
eiken1,pull through,を乗り越える;を超える
eiken1,heal,癒す;治す
eiken1,embarrassed,恥ずかしい;照れる
eiken1,herd,群れ;集団
eiken1,suburban,郊外の;郊外型の
eiken1,placid,穏やかな;温和な
eiken1,bounce back,持ち直す;回復する
eiken1,bliss,至福;極楽
eiken1,cross out,線を引いて消す;を抹消する
eiken1,entice,誘惑する;魅惑する
eiken1,provocative,挑発的な;挑戦的な
eiken1,passionate,情熱的な;熱情的な
eiken1,feminist,男女同権主義者
eiken1,extract,抜き取る;取り除く
eiken1,elicit,引き出す;取り出す
eiken1,deprivation,剥奪;取り上げ
eiken1,confession,告白;自白
eiken1,cascade,小滝;小さな滝
eiken1,erroneous,誤った;間違えた
eiken1,pass off,次第に消える;徐々に消える
eiken1,testimony,証言;申し立て
eiken1,paranoia,妄想症;幻想症
eiken1,gutter,側溝;排水溝
eiken1,settle up,を支払う;払い戻す
eiken1,denounce,非難する;批判する
eiken1,tacit,暗黙の;言わずと知れた
eiken1,consent,同意する;賛成する
eiken1,witch,魔女;魔法使い
eiken1,give in,降伏する;投降する
eiken1,subdue,鎮圧する;抑制する
eiken1,coerce,強制する;強いる
eiken1,crusade,聖戦;聖なる戦争
eiken1,allegedly,申し立てによると;主張によると
eiken1,shady,陰になった;日陰になった
eiken1,intimidation,脅迫;威嚇
eiken1,deceit,詐欺;騙し
eiken1,ail,苦しめる;苦痛を与える
eiken1,assert,主張する;主意を表す
eiken1,rampage,大暴れ;乱闘;乱戦
eiken1,mentor,指導者;リーダー
eiken1,confrontation,対決;対戦
eiken1,presidency,大統領職;首相職
eiken1,brush off,をすげなく断る;無視する;拒否する
eiken1,purge,粛清する;浄化する
eiken1,dire,悲惨な;哀れな
eiken1,unethical,非倫理的な;不道徳な
eiken1,neutral,中立の;公平な
eiken1,abominable,忌まわしい;憎むべき
eiken1,stick up for,を支持する;を弁護する;を擁護する
eiken1,exquisite,絶妙な;見事な
eiken1,incremental,増加の;増大の
eiken1,validity,有効性;効果性
eiken1,discrepancy,不一致;食い違い
eiken1,fix up,を修理する;決定する;を直す
eiken1,momentum,運動量;運動エネルギー
eiken1,rue,後悔する;悔いる
eiken1,nutrient,栄養素;栄養分
eiken1,absorption,吸収;吸取
eiken1,fritter away,時間を費やす;無駄遣いする
eiken1,thrive,繁栄する;隆盛する
eiken1,notable,注目すべき;重要な
eiken1,collate,照合する
eiken1,foam,小さな泡;微細な泡
eiken1,percolate,浸透する;染みる
eiken1,determination,決定;決断
eiken1,reign,統治;治世
eiken1,footing,足場;基盤
eiken1,continuous,継続的な;持続的な
eiken1,demographic,人口統計の;人口統計学の
eiken1,explicit,明らかな;はっきりとした
eiken1,along with,に沿って;従って;伴って
eiken1,lessen,減らす;減少させる
eiken1,portal,正門;入り口;門口
eiken1,repeatedly,繰り返し;反復
eiken1,harry,うるさく悩ます;蹂躙する;苦しめる
eiken1,forbidden,禁じられた;禁止された
eiken1,disturbing,邪魔な;迷惑な
eiken1,par,同等;等価
eiken1,across from,の向かいに;対面に;の向かい側
eiken1,heath,荒野;野原
eiken1,digression,脱線;脱輪
eiken1,malignant,悪意のある;悪意を持った
eiken1,carcinogen,発がん物質;発癌性の物質
eiken1,accumulate,蓄積する;貯蔵する
eiken1,evacuate,避難する;逃避する
eiken1,threshold,閾;閾値
eiken1,invaluable,貴重な;価値のある
eiken1,miss out,機会を逃す;見落とす;見過ごす
eiken1,ubiquitous,至る所に存在する;遍在する
eiken1,burn out,を焼き尽くす;燃え切る;火で追い出す
eiken1,formulate,策定する;計画する
eiken1,feed off,から取って食べる;情報を得る;採取して利用する
eiken1,hidden,隠された;隠秘の
eiken1,botanist,植物学者;植物研究者
eiken1,diplomat,外交官;外交官僚
eiken1,skim over,流し読みする;ざっと読む;素早く読む
eiken1,denote,表示する;示す
eiken1,notorious,悪名高い;有名な
eiken1,monarch,君主;王
eiken1,faction,派閥;党派
eiken1,animosity,敵意;敵対心
eiken1,undermine,弱体化させる;衰退させる
eiken1,ballot,投票用紙;選挙票
eiken1,liability,責任;責務
eiken1,successor,後継;次代
eiken1,aggravate,悪化させる;劣化させる
eiken1,signify,意味する;示す
eiken1,liaison,連絡;連携係
eiken1,slant,傾斜;傾き
eiken1,levity,軽率;軽薄さ
eiken1,collision,衝突;対立
eiken1,compelling,説得力のある;有力な
eiken1,critical of,を批判する;非難する;批評する
eiken1,plunge,突入する;侵入する
eiken1,lava,溶岩;マグマ
eiken1,devastating,壊滅的な;破壊的な
eiken1,dupe,複製品;複製品
eiken1,in line with,に従って;一致して;合致して
eiken1,surge,波打つ;急に上がる
eiken1,adamant,断固たる;固定的な
eiken1,sole,単独の;単一の
eiken1,consensus,同意;同調
eiken1,rein,手綱;馬具
eiken1,exorbitant,法外な;途方もない
eiken1,depletion,枯渇;涸れる
eiken1,split up,を分ける;分割する;区別する
eiken1,regulatory,規制;制限
eiken1,thoroughly,徹底的に;完全に
eiken1,genetic,遺伝的な;遺伝による
eiken1,indigenous,原産の;原生の
eiken1,realistic,現実的な;現実に即した
eiken1,allied,同盟を結んでいる;連携している
eiken1,let up,やめる;弱まる;止む
eiken1,volcano,火山;噴火口
eiken1,cozy,居心地の良い;快適な
eiken1,stubborn,頑固な;固執する
eiken1,neat,きちんとした;整った
eiken1,ease into,にゆっくりと入る;スムーズに入る;滞りなく入る
eiken1,tidy,きちんとした;整った
eiken1,play down,を軽く扱う;手軽に扱う;を見くびる
eiken1,surgical,外科の;外科的な
eiken1,go against,に反して;に逆らって;反対に
eiken1,instantly,すぐに;直ちに;即座に
eiken1,sting,刺す;突く
eiken1,sunburn,日焼け;日焼け跡
eiken1,add up to,結局～になる;結果として
eiken1,venerable,由緒ある;歴史ある
eiken1,play up,を重視する;強調する;優先する
eiken1,assimilate,吸収する;同化する;取り込む
eiken1,terminology,用語;専門用語
eiken1,vault,丸天井;ドーム型の天井
eiken1,indicative,表示する;示す
eiken1,hang out,くつろぐ;リラックスする
eiken1,dilute,薄める;希釈する
eiken1,by contract,契約で;契約上の
eiken1,suitor,求婚者;プロポーザルする人
eiken1,endear,慕わせる;愛される
eiken1,opportune,好機の;絶好の機会
eiken1,proverbial,ことわざの;格言の
eiken1,fall into,に属する;分類される
eiken1,wry,ゆがんだ;歪んだ
eiken1,shaggy,毛深い;毛むくじゃらの
eiken1,drag on,長引く;続きすぎる
eiken1,imperative,命令的な;指令的な
eiken1,life expectancy,余命;生命の期間
eiken1,ornate,華やかな;豪華な
eiken1,drive off,を追い払う;排除する
eiken1,molest,悩ます;困らせる
eiken1,carry through,やり通す;達成する
eiken1,maritime,海事の;海洋に関する
eiken1,finish off,を完成させる;完遂させる
eiken1,ascend,昇る;上昇する
eiken1,stand down,身を引く;後退する
eiken1,rant,怒鳴り立てる;大声で叫ぶ
eiken1,blatant,露骨な;あからさまな
eiken1,lay off,を解雇する;首にする
eiken1,plausible,もっともらしい;信用できる
eiken1,reaffirm,再確認する;再度チェックする
eiken1,delve,掘り下げる;深く調べる
eiken1,excerpt,抜粋;引用
eiken1,timidity,臆病;怯える
eiken1,coarse,粗末な;質素な
eiken1,amass,蓄える;保存する
eiken1,flaunt,誇示する;見せびらかす
eiken1,yeast,酵母;きっかけ
eiken1,frolic,戯れる;遊ぶ
eiken1,procedural,手続きの;手順の
eiken1,momentous,重大な;深刻な
eiken1,counterclockwise,反時計回りの;逆回り
eiken1,frosty,凍えるような;氷点下の
eiken1,garner,集める;収集する
eiken1,grow into,に発展する;進行する;進展する
eiken1,light bulb,電球;光球;蛍光灯
eiken1,bogus,偽の;詐欺的な
eiken1,horrify,怖がらせる;恐れさせる
eiken1,prevent A from B,AをBから防ぐ;AをBから保護する;AをBから妨げる
eiken1,trilogy,三部作;三連作
eiken1,dreadful,恐ろしい;怖い
eiken1,bemoan,嘆く;嘆き悲しむ
eiken1,deflect,そらせる;ゆがめる
eiken1,turbulence,乱気流;渦
eiken1,vista,眺望;景色
eiken1,reliant,頼っている;信頼している
eiken1,pollute,汚染する;汚す
eiken1,binary,二の;二番目の
eiken1,phony,偽物の;模造の
eiken1,shake up,大きく変える;再編する
eiken1,hoist,揚げる;巻き上げる
eiken1,innate,生まれつきの;先天的な
eiken1,colloquial,口語の;話し言葉の
eiken1,abduct,拉致する;誘拐する
eiken1,inaugural,就任の;着任の
eiken1,act on,に従って行動する;従う
eiken1,aquatic,水生の;水中の
eiken1,stunning,驚くような;驚異的な
eiken1,lag,遅れる;遅延する
eiken1,unison,一致;合致
eiken1,pastoral,羊飼いの;牧羊人の
eiken1,launder,洗濯する;洗う
eiken1,authoritative,権威ある;権力のある
eiken1,impart,与える;授ける
eiken1,crunch,噛み砕く;消化する
eiken1,tentative,暫定の;一時的な
eiken1,revamp,改修する;修復する
eiken1,flex,曲げる;湾曲させる
eiken1,transcription,転写;写す
eiken1,convertible,形を変えられる;形状を変化させる
eiken1,water vapor,水蒸気;蒸気
eiken1,colossal,巨大な;大きな
eiken1,revitalize,活性化させる;刺激する
eiken1,thee,汝を;あなたを
eiken1,stub,使い残り;残り物
eiken1,ulcer,潰瘍;出来物
eiken1,indistinct,不明瞭な;ぼやけた
eiken1,divulge,漏らす;暴露する
eiken1,keep A company,Aに同行する;Aとともに行く
eiken1,hollow,空洞のある;中が空の
eiken1,drop back,後退する;後ずさる
eiken1,outcast,追放された;追い出された
eiken1,prudent,用心深い;慎重な
eiken1,debilitate,衰弱させる;弱める
eiken1,insinuate,ほのめかす;示唆する
eiken1,rub in,刷り込む;教え込む
eiken1,oblivious,忘れっぽい;物忘れの激しい
eiken1,traction,牽引;引っ張る
eiken1,with all,にも関わらず;尽力しても
eiken1,ruthlessly,冷酷に;冷徹に
eiken1,scour,こすり洗う
eiken1,genial,親切で愛想のよい;親しみやすい
eiken1,substantive,実質的な;具体的な
eiken1,repeal,廃止する;中止する
eiken1,sloppy,ずさんな;いい加減な
eiken1,tie up,を縛り上げる;束縛する
eiken1,lamentable,哀れな;悲しい
eiken1,interrogate,尋問する;質問攻めにする
eiken1,episcopal,監督の;司教の
eiken1,treason,反逆;反乱
eiken1,dainty,上品な;洗練された
eiken1,dizzy,めまいがする;目が回る
eiken1,concoct,練る;混ぜ合わせる
eiken1,run against,にぶつかる;出くわす
eiken1,scuttle,急いで行く;速く走る
eiken1,loose,緩い;緩んだ
eiken1,get on with,とうまくやっていく;スムーズに進める
eiken1,admonish,訓戒する;警告する
eiken1,in pursuit of,を追跡して;追いかけて
eiken1,questionable,疑わしい;疑念を抱く
eiken1,haughty,高慢な;傲慢な
eiken1,experiment with,を試す;実験する
eiken1,hefty,重い;沈重な
eiken1,soothing,和らげる;軽減する
eiken1,commend,褒める;賞賛する
eiken1,chasten,懲らしめる;罰する
eiken1,liken,例える;比較する
eiken1,spring up,突然現れる;跳ね上がる
eiken1,facile,安易な;手軽な
eiken1,intuitive,直感的な;直感力の
eiken1,capitalize,大文字にする;大型化する
eiken1,folly,愚かな;馬鹿な
eiken1,fend,避ける;回避する
eiken1,coalesce,合体する;結合する
eiken1,alleviate,和らげる;軽減する
eiken1,exhale,吐き出す;放出する
eiken1,slip by,そっと通り過ぎる;静かに過ぎる
eiken1,enigmatic,謎めいた;神秘的な
eiken1,gnaw,かじる;噛む
eiken1,inter,埋葬する;埋める
eiken1,loathe,嫌う;嫌悪する
eiken1,real estate,不動産;物件
eiken1,venue,現場;場所
eiken1,cardinal,主要な;中心的な
eiken1,lousy,ひどい;悪い
eiken1,resurrect,復活させる;再生する
eiken1,nestle,寄り添う;側にいる
eiken1,temperament,気質;性質
eiken1,dismay,がっかりさせる;失望させる
eiken1,abort,中絶する;挫折する
eiken1,elusive,捉えどころのない;不確定な
eiken1,neurotic,神経症の;神経質な
eiken1,confound,混乱させる;乱す
eiken1,step down,降りる;身を引く
eiken1,tenure,任期;期間
eiken1,laughable,失笑を買った;笑われた
eiken1,rebel against,に反抗する;対抗する
eiken1,statistic,統計;統計学
eiken1,clockwise,時計回りに;右回りに
eiken1,curtail,削減する;減少させる
eiken1,entrust,委託する;依頼する
eiken1,catastrophic,破滅的な;壊滅的な
eiken1,fire up,点火する;起動する
eiken1,come along,一緒に行く;共に進む
eiken1,injurious,有害な;危害を及ぼす
eiken1,back off,後退する;後ろに下がる
eiken1,sign up,登録する;署名する
eiken1,complementary,補完的な;補足的な
eiken1,nasal,鼻の;鼻関連の
eiken1,drawl,ゆっくり話す;遅く話す
eiken1,dietary,食事の;食事関連の
eiken1,peripheral,周辺の;近隣の
eiken1,crumple,くしゃくしゃにする;よれる
eiken1,prolong,延ばす;伸ばす
eiken1,out of the question,話にならない;不可能な
eiken1,heave,盛り上がる;興奮する
eiken1,molecular,分子の;微小な
eiken1,gingerly,極めて慎重に;非常に注意深く
eiken1,giddy,めまいがする;頭が回る
